,img_id,turn_index,source_img,target_img,instruction,mask_img,clip_score_1,clip_score_2,clip_score_3,lpips_score_1,lpips_score_2,lpips_score_3,lpips_score_4,ssim_score_1,ssim_score_2,ssim_score_3,ssim_score_4,psnr_score_1,psnr_score_2,psnr_score_3,psnr_score_4,mae_score_1,mae_score_2,mae_score_3,mae_score_4,mse_score_1,mse_score_2,mse_score_3,mse_score_4
0,360871,1,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/360871-input.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/360871-output1.png,What if the vegetables are in a bowl?,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/360871-mask1.png,19.634078979492188,19.858503341674805,19.867887496948242,0.6916688680648804,0.6844654083251953,0.09100025147199631,0.1009882241487503,0.04351620748639107,0.06189576908946037,0.9490115642547607,0.9260876178741455,6.803428649902344,6.838832378387451,26.30820655822754,26.334354400634766,0.4162367284297943,0.4110505282878876,0.011798589490354061,0.011644992977380753,0.20876473188400269,0.20706979930400848,0.002339803148061037,0.0023257583379745483
1,360871,2,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/360871-output1.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/360871-output2.png,Let's add a drawing of a flower to the fridge.,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/360871-mask2.png,21.49718475341797,21.50428581237793,21.506305694580078,0.6829279065132141,0.6767022609710693,0.026594020426273346,0.01758936047554016,0.058027952909469604,0.06771548837423325,0.9864623546600342,0.9854748845100403,6.873248100280762,6.983737945556641,30.25016975402832,27.833600997924805,0.41201305389404297,0.40267398953437805,0.0031581558287143707,0.0031523313373327255,0.20543533563613892,0.2002747505903244,0.0009440239518880844,0.000943352933973074
2,147745,1,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/147745-input.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/147745-output1.png,Let the sun shine.,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/147745-mask1.png,20.70220184326172,20.45536994934082,20.385883331298828,0.6146657466888428,0.5963553190231323,0.05725722759962082,0.06936078518629074,0.05255836248397827,0.05608099699020386,0.9689657688140869,0.9313719868659973,4.014829158782959,4.107442378997803,23.95628547668457,24.031064987182617,0.5426420569419861,0.5301017761230469,0.013948027975857258,0.013692378997802734,0.3967500925064087,0.3883790075778961,0.00402134470641613,0.0039526959881186485
3,289514,1,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/289514-input.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/289514-output1.png,It could be a microwave next to the woman.,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/289514-mask1.png,21.385204315185547,20.857608795166016,20.358736038208008,0.7089641094207764,0.69973224401474,0.11277984827756882,0.15191224217414856,0.03820157051086426,0.08511671423912048,0.891841471195221,0.872270405292511,4.559205532073975,5.384140491485596,17.98476791381836,17.999128341674805,0.517213761806488,0.45477160811424255,0.039219871163368225,0.0390147902071476,0.3500092029571533,0.2894582450389862,0.015904614701867104,0.01585211046040058
4,289514,2,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/289514-output1.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/289514-output2.png,Can it be a boy not a girl?,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/289514-mask2.png,20.96356964111328,20.759689331054688,20.775806427001953,0.6961029767990112,0.681039035320282,0.1004018485546112,0.10006290674209595,0.032305341213941574,0.06638934463262558,0.8943920135498047,0.8933218121528625,4.457299709320068,4.760351657867432,18.376293182373047,18.320697784423828,0.5303168892860413,0.5007574558258057,0.035098303109407425,0.03494436666369438,0.35831916332244873,0.3341679573059082,0.014533515088260174,0.014490746892988682
5,289514,3,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/289514-output2.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/289514-output3.png,Could the woman hold a banana?,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/289514-mask3.png,21.180431365966797,20.992319107055664,20.982561111450195,0.6827018857002258,0.6869487762451172,0.09402179718017578,0.08682470768690109,0.02990715764462948,0.056819330900907516,0.9082117676734924,0.9086584448814392,4.555834770202637,4.820262908935547,18.35209846496582,18.3623046875,0.5197396278381348,0.4966953992843628,0.030300768092274666,0.03013705462217331,0.35028091073036194,0.32958975434303284,0.014614701271057129,0.014580403454601765
6,571790,1,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/571790-input.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/571790-output1.png,Let the vehicle be replaced by a bicycle.,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/571790-mask1.png,21.08991241455078,21.232328414916992,21.236982345581055,0.725319504737854,0.6941697597503662,0.047294553369283676,0.07336002588272095,0.027103355154395103,0.019909141585230827,0.9642289280891418,0.913637638092041,5.2984771728515625,5.305362224578857,30.227445602416992,29.258195877075195,0.5137447714805603,0.5099708437919617,0.009668956510722637,0.009278720244765282,0.2952244281768799,0.2947567403316498,0.0009489762014709413,0.0008749595726840198
7,544519,1,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/544519-input.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/544519-output1.png,A girl is eating cereal.,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/544519-mask1.png,21.292030334472656,21.195594787597656,21.24762725830078,0.6967642307281494,0.695548951625824,0.0630413293838501,0.10583559423685074,0.050162773579359055,0.07301438599824905,0.9520068168640137,0.9369409084320068,7.698744773864746,8.044553756713867,22.275419235229492,22.362991333007812,0.32277706265449524,0.30650022625923157,0.015679342672228813,0.015431414358317852,0.1698734313249588,0.15687167644500732,0.0059218574315309525,0.00580364465713501
8,81971,1,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/81971-input.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/81971-output1.png,Let the woman drink wine.,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/81971-mask1.png,19.748891830444336,19.749103546142578,19.68840217590332,0.6882273554801941,0.6662149429321289,0.041390176862478256,0.07234904170036316,0.05176861211657524,0.04874112829566002,0.9618198275566101,0.9218024611473083,5.5377197265625,5.575517177581787,27.563053131103516,27.681373596191406,0.4578937590122223,0.45171940326690674,0.010556578636169434,0.010139445774257183,0.279401034116745,0.27697989344596863,0.0017526475712656975,0.0015872755320742726
9,565269,1,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/565269-input.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/565269-output1.png,add a bus station,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/565269-mask1.png,22.437524795532227,22.29701042175293,22.449800491333008,0.6138173937797546,0.5935512185096741,0.22452835738658905,0.22676724195480347,0.015889262780547142,0.14704500138759613,0.7792932987213135,0.7603498101234436,3.4763638973236084,4.104787826538086,12.940256118774414,12.957806587219238,0.6104936003684998,0.5371163487434387,0.10425253957509995,0.10382571071386337,0.44912123680114746,0.3886164426803589,0.050812941044569016,0.050608012825250626
10,565269,2,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/565269-output1.png,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/565269-output2.png,Add people,/home/jovyan/BA/Github/MagicBrush/dev-00002-of-00004-54c4d7b0a9e49db5/565269-mask2.png,25.112205505371094,24.92873191833496,24.909523010253906,0.6065109968185425,0.5969604253768921,0.13248451054096222,0.12096842378377914,0.03880951553583145,0.1127144917845726,0.879967987537384,0.8802933096885681,3.5296080112457275,4.035732269287109,16.899961471557617,16.908737182617188,0.601421058177948,0.5397741198539734,0.04253977909684181,0.0424114465713501,0.44364866614341736,0.3948450982570648,0.020417554304003716,0.02037634141743183
